"","StartDate","EndDate","Duration_inSeconds_","RecordedDate","consent","affiliation","affiliation_4_TEXT","vote","PrefCand_election_day","preferred_candidate_3_TEXT","PrefStrength_election_day","PrefCand_present","preferred_now_3_TEXT","PrefStrength_present","WinCount","WinCount_confidence","WinElectoral","WinElectoral_confidence","WinFraudless","WinFraudless_confidence","PopVoteShareBiden","PopVoteShareBidenNoFraud","NextPresident","NextPresidentConf","attention_check_4","fraud_prob_order_B_T_1","fraud_prob_order_B_T_2","fraud_prob_order_T_B_1","fraud_prob_order_T_B_2","FraudPercent","fraud_benefit_T_B_1","fraud_benefit_B_T_1","FraudActivities","FraudActivities_free_text","ImpactElectoralManipulationPreElection","ImpactVoteFraud","ImpactBallotFraud","ImpactMailFraud","ImpactElectronicSystems","ImpactMisrecording","ImpactMisreporting","ImpactSocialMediaFalseNews","ImpactRightMediaFalseNews","ImpactLeftMediaFalseNews","ImpactNewsAggregFalseNews","fraud_type_ben_T_B_5","fraud_type_ben_T_B_6","fraud_type_ben_T_B_7","fraud_type_ben_T_B_8","fraud_type_ben_T_B_9","fraud_type_ben_T_B_10","fraud_type_ben_T_B_11","fraud_type_ben_T_B_13","fraud_type_ben_T_B_2","fraud_type_ben_T_B_3","fraud_type_ben_T_B_4","fraud_type_ben_B_T_5","fraud_type_ben_B_T_6","fraud_type_ben_B_T_7","fraud_type_ben_B_T_8","fraud_type_ben_B_T_9","fraud_type_ben_B_T_10","fraud_type_ben_B_T_11","fraud_type_ben_B_T_13","fraud_type_ben_B_T_2","fraud_type_ben_B_T_3","fraud_type_ben_B_T_4","citizenship","gender","age","state","order","entry_num","exclude","exclude_reason","participant_num","FraudProbCatBiden","FraudProbCatTrump","Fraudbenefitrump","BenefitRightMediaFalseNews","BenefitLeftMediaFalseNews","BenefitNewsAggregFalseNews","BenefitElectoralManipulationPreElection","BenefitVoteFraud","BenefitBallotFraud","BenefitMailFraud","BenefitElectronicSystems","BenefitMisrecording","BenefitMisreporting","BenefitSocialMediaFalseNews","PopVoteShareBidenChange","original_other"
"171","20210119T220102","20210119T220536",274,2021-01-19 22:05:37,"Yes","Ind",NA,"No","Rep",NA,30,"Rep",NA,40,"Joe Biden",100,"Joe Biden",100,"Rep",64,60,45,"Joe Biden",100,100,"Likely","Unlikely",NA,NA,10,"76",NA,"Ballot manipulation or ballot-box stuffing
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,5,8,31,19,68,45,33,61,30,73,41,58,56,75,72,82,96,93,97,0,100,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",34,"Florida",179,1,FALSE,NA,158,"Likely","Unlikely",24,100,0,28,42,44,25,28,18,4,7,3,-15,FALSE
"172","20210119T215156","20210119T220559",843,2021-01-19 22:05:59,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,54,48,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",0,"50",NA,"Other (please explain)
","There was no significant voter fraud",0,0,0,0,0,0,0,0,0,0,0,50,51,50,50,50,49,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",60,"Washington",180,1,FALSE,NA,353,"Unlikely","Unlikely",50,50,50,50,50,49,50,50,50,51,50,50,-6,FALSE
"173","20210119T220142","20210119T220605",263,2021-01-19 22:06:05,"Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Donald Trump",76,"Joe Biden",26,"Rep",100,72,19,"Joe Biden",53,100,"Extremely likely","Unlikely",NA,NA,37,NA,1,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media",NA,75,71,76,77,80,82,81,79,32,73,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","6","3","5","2","4","5","6","1","2","Yes","Male",36,"North Carolina",181,1,FALSE,NA,59,"Extremely likely","Unlikely",1,6,1,2,4,4,6,3,5,2,4,5,-53,FALSE
"174","20210119T220218","20210119T220605",227,2021-01-19 22:06:06,"Yes","Dem",NA,"Yes","Dem",NA,40,"Dem",NA,61,"Joe Biden",90,"Joe Biden",100,"Dem",68,67,60,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",6,"60",NA,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
",NA,62,72,40,83,30,27,23,20,21,18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","19","51","34","38","46","54","65","85","11","41","Yes","Male",34,"Illinois",182,1,FALSE,NA,249,"Unlikely","Unlikely",40,85,11,41,38,19,51,34,38,46,54,65,-7,FALSE
"175","20210119T220053","20210119T220610",316,2021-01-19 22:06:10,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,53,53,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,75,0,0,0,0,0,0,72,72,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","50","50","51","51","51","51","92","90","39","64","Yes","Male",58,"Illinois",183,1,FALSE,NA,1064,"Extremely unlikely","Extremely unlikely",50,90,39,64,91,50,50,51,51,51,51,92,0,FALSE
"176","20210119T215908","20210119T220704",475,2021-01-19 22:07:04,"Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,67,67,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,"0",NA,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mis-recording of votes by state vote-counters and state electoral officials
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,11,0,0,0,0,3,0,11,16,1,0,0,4,0,9,0,46,40,0,0,59,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",52,"Florida",184,1,FALSE,NA,1627,"Extremely unlikely","Extremely unlikely",100,100,41,49,100,96,100,91,100,54,60,100,0,FALSE
"177","20210119T220139","20210119T220730",351,2021-01-19 22:07:31,"Yes","Rep",NA,"No","Rep",NA,75,"Rep",NA,61,"Don't know",68,"Joe Biden",96,"Rep",81,48,71,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Likely",23,"99",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,61,70,64,24,92,87,82,61,78,62,63,98,98,100,97,97,98,97,97,95,96,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",37,"New York",185,1,FALSE,NA,981,"Likely","Extremely unlikely",1,5,4,4,2,2,0,3,3,2,3,3,23,FALSE
"178","20210119T214244","20210119T220810",1526,2021-01-19 22:08:11,"Yes","Ind",NA,"Yes","Dem",NA,90,"Dem",NA,95,"Joe Biden",88,"Joe Biden",56,"Dem",85,60,60,"Joe Biden",99,100,NA,NA,"Extremely unlikely","Extremely unlikely",2,NA,52,"Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,7,1,0,0,0,0,0,8,12,9,0,31,46,48,55,46,49,49,38,36,52,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",40,"New York",186,1,FALSE,NA,782,"Extremely unlikely","Extremely unlikely",52,64,48,53,69,54,52,45,54,51,51,62,0,FALSE
"179","20210119T215838","20210119T220811",573,2021-01-19 22:08:11,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,70,70,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"Other (please explain)
","Trump’s pathological, desperate lies about everything came to mind",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","99","100","100","100","100","100","100","100","48","49","Yes","Female",67,"Ohio",187,1,FALSE,NA,840,"Extremely unlikely","Extremely unlikely",50,100,48,49,99,99,100,100,100,100,100,100,0,FALSE
"180","20210119T220129","20210119T220832",422,2021-01-19 22:08:32,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,53,53,"Joe Biden",100,100,"Extremely likely","Unlikely",NA,NA,0,NA,99,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","59","58","100","50","50","52","100","95","49","50","Yes","Male",56,"New York",188,1,FALSE,NA,669,"Extremely likely","Unlikely",99,95,49,50,100,59,58,100,50,50,52,100,0,FALSE
"181","20210119T220402","20210119T220924",321,2021-01-19 22:09:24,"Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,53,54,"Joe Biden",100,100,NA,NA,"Unlikely","Extremely unlikely",0,"5",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,1,1,1,10,3,0,0,57,83,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","100","98","92","83","51","51","96","100","40","50","Yes","Female",40,"Ohio",189,1,FALSE,NA,1524,"Extremely unlikely","Unlikely",95,100,40,50,100,100,98,92,83,51,51,96,1,FALSE
"182","20210119T215927","20210119T220938",611,2021-01-19 22:09:39,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,51,51,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"50",NA,"Ballot manipulation or ballot-box stuffing
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,5,0,0,0,0,61,68,0,0,50,50,14,50,50,50,50,6,5,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",38,"Florida",190,1,FALSE,NA,1691,"Extremely unlikely","Extremely unlikely",50,95,50,50,50,50,86,50,50,50,50,94,0,FALSE
"183","20210119T220353","20210119T220959",365,2021-01-19 22:09:59,"Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",100,"Joe Biden",100,"Rep",100,54,40,"Joe Biden",100,100,"Extremely likely","Extremely unlikely",NA,NA,25,NA,0,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Social media campaigns spreading false information",NA,100,85,100,100,78,0,0,0,0,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","51","50","50","49","50","25","Yes","Male",48,"Louisiana",191,1,FALSE,NA,17,"Extremely likely","Extremely unlikely",0,49,50,25,0,0,0,0,0,51,50,50,-14,FALSE
"184","20210119T220555","20210119T221006",250,2021-01-19 22:10:06,"Yes","Ind",NA,"Yes","Other","Jo Jorgensen",50,"Other","Jo Jorgensen",50,"Joe Biden",100,"Joe Biden",100,"Dem",100,43,43,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,"50",NA,"Vote buying / voter impersonation / misuse of proxy votes,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,0,0,0,0,0,0,0,59,59,60,21,50,49,51,51,51,51,51,51,45,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",28,"Virginia",192,1,FALSE,NA,1494,"Extremely unlikely","Extremely unlikely",50,55,49,49,50,51,49,49,49,49,49,49,0,TRUE
"185","20210119T220728","20210119T221025",177,2021-01-19 22:10:25,"Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",69,"Joe Biden",81,"Rep",100,66,34,"Joe Biden",81,100,"Extremely likely","Extremely unlikely",NA,NA,38,"100",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,62,75,70,72,51,69,51,80,0,100,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","8","0","0","51","1","1","0","50","0","1","Yes","Female",28,"New York",194,1,FALSE,NA,1013,"Extremely likely","Extremely unlikely",0,50,0,1,11,8,0,0,51,1,1,0,-32,FALSE
"186","20210119T220647","20210119T221038",231,2021-01-19 22:10:39,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,48,48,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"50",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,0,0,0,0,0,2,0,2,0,0,0,0,50,50,0,0,0,0,0,50,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",24,"Illinois",195,1,FALSE,NA,44,"Extremely unlikely","Extremely unlikely",50,50,100,49,100,50,50,100,100,100,100,100,0,FALSE
"187","20210119T220008","20210119T221056",647,2021-01-19 22:10:57,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,47,47,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,"0",NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,22,23,0,0,40,0,50,51,50,50,49,0,0,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",33,"Massachusetts",196,1,FALSE,NA,881,"Extremely unlikely","Extremely unlikely",100,100,50,50,60,100,50,49,50,50,51,100,0,FALSE
"188","20210119T220557","20210119T221059",302,2021-01-19 22:10:59,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,51,51,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Social media campaigns spreading false information",NA,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","51","51","51","51","51","51","51","51","51","51","Yes","Male",54,"Oregon",197,1,FALSE,NA,1759,"Extremely unlikely","Extremely unlikely",50,51,51,51,51,51,51,51,51,51,51,51,0,FALSE
"189","20210119T220708","20210119T221122",253,2021-01-19 22:11:22,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,63,63,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,51,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,2,0,0,0,0,0,0,0,0,50,50,49,51,51,52,50,52,52,53,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",44,"Virginia",198,1,FALSE,NA,832,"Extremely unlikely","Extremely unlikely",51,48,47,48,50,50,51,49,49,48,50,48,0,FALSE
"190","20210119T220724","20210119T221250",325,2021-01-19 22:12:50,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,39,29,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,58,"Electorate manipulation prior to election day,Tampering with electronic voting systems,False news stories by ""right-wing"" media",NA,40,0,0,0,3,1,1,60,68,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","51","53","51","66","51","51","60","74","51","51","Yes","Male",63,"Pennsylvania",199,1,FALSE,NA,1479,"Extremely unlikely","Extremely unlikely",58,74,51,51,52,51,53,51,66,51,51,60,-10,FALSE
"191","20210119T220714","20210119T221326",371,2021-01-19 22:13:27,"Yes","Rep",NA,"Yes","Rep",NA,80,"Rep",NA,70,"Joe Biden",100,"Joe Biden",100,"Dem",90,70,70,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,5,"50",NA,"Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,0,4,4,5,0,0,0,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","43","50","43","51","51","51","44","51","51","51","Yes","Male",48,"North Carolina",200,1,FALSE,NA,623,"Extremely unlikely","Extremely unlikely",50,51,51,51,50,43,50,43,51,51,51,44,0,FALSE
"192","20210119T220851","20210119T221349",297,2021-01-19 22:13:49,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,40,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,"0",NA,"False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,0,0,0,0,50,51,51,51,51,51,51,51,0,100,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",NA,NA,201,1,FALSE,NA,1290,"Extremely unlikely","Extremely unlikely",100,100,0,49,50,49,49,49,49,49,49,49,-20,FALSE
"193","20210119T220539","20210119T221349",490,2021-01-19 22:13:50,"Yes","Rep",NA,"Yes","Rep",NA,85,"Rep",NA,85,"Joe Biden",100,"Joe Biden",100,"Rep",60,46,51,"Joe Biden",100,100,NA,NA,"Likely","Likely",5,"75",NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media",NA,9,16,17,17,0,17,17,60,49,51,0,51,64,63,64,50,65,65,66,0,100,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",63,"Oregon",202,1,FALSE,NA,1098,"Likely","Likely",25,100,0,49,49,36,37,36,50,35,35,34,5,FALSE
"194","20210119T220909","20210119T221350",281,2021-01-19 22:13:51,"Yes","Ind",NA,"No","Other",NA,100,"Other",NA,100,"Joe Biden",100,"Joe Biden",100,"Don't know",62,78,76,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",0,NA,52,"Electorate manipulation prior to election day,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,5,0,12,9,15,18,11,99,16,18,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","5","13","11","11","21","12","100","14","11","16","Yes","Male",32,"Alabama",203,1,FALSE,NA,1565,"Unlikely","Unlikely",52,14,11,16,16,5,13,11,11,21,12,100,-2,TRUE
"195","20210119T221016","20210119T221419",243,2021-01-19 22:14:20,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,51,51,"Joe Biden",100,100,NA,NA,"Extremely likely","Unlikely",0,"50",NA,"Ballot manipulation or ballot-box stuffing
,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,0,0,0,2,0,0,0,0,0,0,0,51,51,51,52,51,51,51,51,51,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",44,"Indiana",204,1,FALSE,NA,114,"Unlikely","Extremely likely",50,49,49,49,49,49,49,48,49,49,49,49,0,FALSE
"196","20210119T220110","20210119T221426",796,2021-01-19 22:14:27,"Yes","Ind",NA,"Yes","Rep",NA,81,"Other","None",98,"Donald Trump",95,"Joe Biden",50,"Don't know",92,71,14,"Joe Biden",98,100,"Extremely likely","Unlikely",NA,NA,39,NA,5,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
",NA,41,68,75,86,43,11,10,8,9,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2","2","2","4","10","8","8","6","6","5","Yes","Female",59,NA,205,1,FALSE,NA,125,"Extremely likely","Unlikely",5,6,6,5,4,2,2,2,4,10,8,8,-57,FALSE
"197","20210119T221022","20210119T221440",257,2021-01-19 22:14:40,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,51,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,9,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","51","51","51","51","51","51","100","100","50","50","Yes","Male",35,"New York",206,1,FALSE,NA,1299,"Extremely unlikely","Extremely unlikely",51,100,50,50,51,51,51,51,51,51,51,100,0,FALSE
"198","20210119T221037","20210119T221533",295,2021-01-19 22:15:33,"Yes","Other","Libertarian","Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",20,"Joe Biden",20,"Rep",90,90,60,"Joe Biden",90,100,"Extremely likely","Unlikely",NA,NA,70,"100",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,74,58,81,100,81,82,80,32,17,21,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","7","8","6","5","10","8","0","53","0","45","Yes","Female",30,"Utah",207,1,FALSE,NA,1354,"Extremely likely","Unlikely",0,53,0,45,8,7,8,6,5,10,8,0,-30,FALSE
"199","20210119T221145","20210119T221545",239,2021-01-19 22:15:45,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,NA,55,"Social media campaigns spreading false information,False news stories by ""right-wing"" media,Other (please explain)
","Trump's continuous lying",2,1,1,1,1,1,2,26,38,15,9,51,51,51,49,51,48,51,51,43,61,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",36,"Wisconsin",208,1,FALSE,NA,637,"Extremely unlikely","Extremely unlikely",55,57,39,49,49,49,49,51,49,52,49,49,0,FALSE
"200","20210119T221030","20210119T221545",315,2021-01-19 22:15:45,"Yes","Dem",NA,"Yes","Dem",NA,85,"Dem",NA,92,"Joe Biden",100,"Joe Biden",100,"Dem",98,72,67,"Joe Biden",100,100,"Unlikely","Unlikely",NA,NA,2,"18",NA,"Social media campaigns spreading false information",NA,1,1,6,13,5,0,0,67,76,0,0,17,10,7,18,38,24,25,86,78,11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Prefer not to say",29,"New Jersey",209,1,FALSE,NA,178,"Unlikely","Unlikely",82,22,89,77,83,90,93,82,62,76,75,14,-5,FALSE
"201","20210119T221007","20210119T221602",354,2021-01-19 22:16:02,"Yes","Rep",NA,"Yes","Rep",NA,100,"Other","Mike Pence",84,"Joe Biden",100,"Joe Biden",100,"Rep",77,42,49,"Joe Biden",100,100,NA,NA,"Unlikely","Extremely likely",2,NA,0,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press),Other (please explain)
","Non-legislative actors changing election law against Article II Section I of constitution",61,5,6,9,0,0,1,100,5,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","6","7","7","0","0","0","0","76","0","0","Yes","Female",21,"North Carolina",210,1,FALSE,NA,1373,"Extremely likely","Unlikely",0,76,0,0,0,6,7,7,0,0,0,0,7,FALSE
"202","20210119T215621","20210119T221630",1209,2021-01-19 22:16:31,"Yes","Rep",NA,"Yes","Rep",NA,95,"Rep",NA,100,"Donald Trump",100,"Donald Trump",100,"Rep",100,0,0,"Donald Trump",100,100,NA,NA,"Extremely unlikely","Extremely likely",70,"100",NA,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mis-recording of votes by state vote-counters and state electoral officials
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,81,18,91,21,86,89,80,88,92,17,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","19","84","73","18","88","18","86","84","17","85","Yes","Male",37,"Massachusetts",211,1,FALSE,NA,278,"Extremely likely","Extremely unlikely",0,84,17,85,87,19,84,73,18,88,18,86,0,FALSE
"203","20210119T221216","20210119T221630",254,2021-01-19 22:16:31,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,100,"Mail-in ballot fraud
,Tampering with electronic voting systems,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",46,"New Jersey",212,1,FALSE,NA,1455,"Extremely unlikely","Extremely unlikely",100,100,50,51,100,100,100,100,100,100,100,100,0,FALSE
"204","20210119T221038","20210119T221640",361,2021-01-19 22:16:40,"Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,92,92,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,"50",NA,"Social media campaigns spreading false information",NA,27,4,5,5,1,3,3,52,1,0,0,52,53,53,53,52,53,50,49,45,53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",55,"Florida",213,1,FALSE,NA,401,"Extremely unlikely","Extremely unlikely",50,55,47,47,48,47,47,47,48,47,50,51,0,FALSE
