"","participant_num","T_start","T_end","Duration__in_seconds_","Affiliation","PrefCand","PrefStrength","PrefStrengthRep","WinProb","WinProbRep","FraudProb","FraudProbMap","DeltaFraudProb","Map","MapMatchPrefer","age","state"
"414",318,"20201104T192211","20201104T192514",182,"Dem","Dem",100,-100,76,24,5,5,0,"Rep",FALSE,63,"Missouri"
"415",536,"20201104T192341","20201104T192515",94,"Rep","Rep",100,100,75,75,50,0,-50,"Rep",TRUE,42,"Colorado"
"416",246,"20201104T192046","20201104T192529",282,"Rep","Rep",99,99,75,75,57,83,26,"Dem",FALSE,57,"South Carolina"
"417",460,"20201104T191821","20201104T192554",452,"Dem","Dem",100,-100,100,0,100,100,0,"Rep",FALSE,36,"Michigan"
"418",376,"20201104T192526","20201104T192603",36,"Rep","Rep",31,31,8,8,19,8,-11,"Dem",FALSE,20,"Texas"
"419",793,"20201104T192456","20201104T192610",73,"Dem","Dem",100,-100,79,21,0,0,0,"Dem",TRUE,28,"Arizona"
"420",418,"20201104T192507","20201104T192635",87,"Ind","Dem",100,-100,90,10,1,1,0,"Rep",FALSE,43,"Pennsylvania"
"421",1203,"20201104T192600","20201104T192645",45,"Dem","Dem",92,-92,71,29,11,12,1,"Rep",FALSE,22,"Indiana"
"422",448,"20201104T192024","20201104T192653",389,"Dem","Dem",100,-100,92,8,0,0,0,"Dem",TRUE,35,"California"
"423",911,"20201104T192351","20201104T192656",184,"Rep","Dem",25,-25,85,15,25,50,25,"Rep",FALSE,32,"South Carolina"
"424",69,"20201104T192529","20201104T192701",91,"Dem","Dem",100,-100,71,29,9,7,-2,"Dem",TRUE,70,"Oregon"
"425",954,"20201104T192146","20201104T192707",320,"Rep","Rep",82,82,29,29,69,72,3,"Rep",TRUE,33,"Virginia"
"426",410,"20201104T192526","20201104T192718",111,"Dem","Dem",80,-80,61,39,71,24,-47,"Dem",TRUE,46,"California"
"427",488,"20201104T192526","20201104T192726",119,"Dem","Dem",91,-91,68,32,5,10,5,"Rep",FALSE,65,"Washington"
"428",182,"20201104T192520","20201104T192726",125,"Dem","Dem",72,-72,80,20,0,0,0,"Rep",FALSE,34,"California"
"429",1439,"20201104T192524","20201104T192746",141,"Rep","Rep",100,100,81,81,91,19,-72,"Rep",TRUE,59,"Kentucky"
"430",947,"20201104T192443","20201104T192800",196,"Rep","Rep",55,55,30,30,10,20,10,"Dem",FALSE,37,"Texas"
"431",1506,"20201104T192706","20201104T192828",81,"Dem","Dem",99,-99,85,15,0,0,0,"Dem",TRUE,26,"New York"
"432",794,"20201104T192022","20201104T192859",517,"Dem","Dem",82,-82,100,0,0,100,100,"Rep",FALSE,39,"Massachusetts"
"433",116,"20201104T192704","20201104T192915",131,"Other","Dem",50,-50,50,50,30,10,-20,"Dem",TRUE,31,"California"
"434",1658,"20201104T192722","20201104T192919",117,"Ind","Rep",100,100,25,25,100,10,-90,"Rep",TRUE,43,"Florida"
"435",622,"20201104T192524","20201104T192922",237,"Rep","Rep",100,100,60,60,20,6,-14,"Rep",TRUE,45,"Pennsylvania"
"436",1056,"20201104T192815","20201104T192934",79,"Other","Rep",0,0,50,50,100,100,0,"Dem",FALSE,27,"Texas"
"437",226,"20201104T192859","20201104T192939",39,"Dem","Dem",100,-100,50,50,0,0,0,"Rep",FALSE,38,"California"
"438",44,"20201104T192833","20201104T192945",71,"Dem","Dem",100,-100,90,10,10,0,-10,"Rep",FALSE,24,"Illinois"
"439",1612,"20201104T192758","20201104T192957",118,"Dem","Dem",100,-100,99,1,0,0,0,"Rep",FALSE,37,"California"
"440",1341,"20201104T192839","20201104T193000",80,"Dem","Dem",97,-97,48,52,0,0,0,"Dem",TRUE,32,"District of Columbia"
"441",1470,"20201104T192843","20201104T193016",92,"Rep","Rep",98,98,4,4,50,50,0,"Dem",FALSE,49,"Massachusetts"
"442",739,"20201104T192753","20201104T193024",151,"Dem","Dem",100,-100,96,4,10,6,-4,"Dem",TRUE,29,"Washington"
"443",241,"20201104T192540","20201104T193026",285,"Dem","Dem",100,-100,80,20,10,9,-1,"Dem",TRUE,42,"California"
"444",1045,"20201104T191319","20201104T193026",1027,"Dem","Dem",100,-100,43,57,3,0,-3,"Rep",FALSE,43,"Ohio"
"445",205,"20201104T192833","20201104T193027",113,"Dem","Dem",100,-100,66,34,38,11,-27,"Dem",TRUE,25,"New York"
"446",467,"20201104T192822","20201104T193051",148,"Ind","Dem",70,-70,75,25,19,14,-5,"Rep",FALSE,61,"New York"
"447",268,"20201104T192847","20201104T193102",134,"Ind","Rep",95,95,43,43,50,50,0,"Rep",TRUE,55,"Florida"
"448",640,"20201104T192951","20201104T193112",80,"Ind","Dem",95,-95,65,35,2,0,-2,"Dem",TRUE,37,"Wisconsin"
"449",216,"20201104T192716","20201104T193116",240,"Dem","Dem",65,-65,61,39,78,79,1,"Dem",TRUE,35,"Illinois"
"450",1185,"20201104T192918","20201104T193133",135,"Rep","Rep",80,80,20,20,51,20,-31,"Rep",TRUE,34,"North Dakota"
"451",403,"20201104T192952","20201104T193134",102,"Dem","Dem",100,-100,80,20,3,0,-3,"Dem",TRUE,44,"Ohio"
"452",1718,"20201104T192629","20201104T193157",327,"Ind","Dem",90,-90,60,40,1,10,9,"Rep",FALSE,42,"Illinois"
"453",1572,"20201104T193044","20201104T193159",74,"Dem","Dem",100,-100,80,20,78,71,-7,"Dem",TRUE,40,"Texas"
"454",444,"20201104T193054","20201104T193217",83,"Dem","Dem",100,-100,86,14,0,0,0,"Rep",FALSE,38,"Colorado"
"455",1306,"20201104T193037","20201104T193225",107,"Rep","Rep",100,100,78,78,90,80,-10,"Rep",TRUE,52,"Pennsylvania"
"456",46,"20201104T192801","20201104T193234",272,"Dem","Dem",100,-100,100,0,4,51,47,"Rep",FALSE,63,"Texas"
"457",597,"20201104T193108","20201104T193236",88,"Ind","Rep",52,52,10,10,45,45,0,"Dem",FALSE,44,"Virginia"
"458",958,"20201104T191412","20201104T193238",1106,"Rep","Dem",64,-64,72,28,5,4,-1,"Dem",TRUE,44,"Wyoming"
"459",1285,"20201104T193124","20201104T193319",115,"Ind","Dem",100,-100,52,48,52,100,48,"Rep",FALSE,52,"Connecticut"
"460",642,"20201104T193127","20201104T193324",117,"Dem","Dem",100,-100,80,20,16,27,11,"Rep",FALSE,24,"Maryland"
"461",682,"20201104T193151","20201104T193333",101,"Dem","Dem",100,-100,75,25,15,0,-15,"Dem",TRUE,29,"Georgia"
"462",88,"20201104T192138","20201104T193347",728,"Rep","Rep",100,100,20,20,100,49,-51,"Rep",TRUE,39,"Texas"
"463",264,"20201104T193145","20201104T193350",125,"Dem","Dem",100,-100,20,80,5,0,-5,"Dem",TRUE,55,"Texas"
"464",1326,"20201104T192914","20201104T193358",283,"Rep","Rep",92,92,76,76,70,35,-35,"Rep",TRUE,44,"Idaho"
"465",808,"20201104T193218","20201104T193408",109,"Ind","Rep",100,100,50,50,100,0,-100,"Rep",TRUE,38,"Florida"
"466",851,"20201104T193211","20201104T193416",125,"Rep","Rep",76,76,43,43,60,14,-46,"Dem",FALSE,57,"Washington"
"467",387,"20201104T193151","20201104T193423",152,"Dem","Dem",79,-79,70,30,35,25,-10,"Dem",TRUE,31,"Illinois"
"468",830,"20201104T193236","20201104T193433",117,"Ind","Dem",100,-100,61,39,9,8,-1,"Dem",TRUE,60,"New York"
"469",1738,"20201104T193239","20201104T193446",127,"Ind","Rep",20,20,39,39,25,19,-6,"Dem",FALSE,60,"California"
"470",391,"20201104T193325","20201104T193451",86,"Rep","Rep",100,100,100,100,80,81,1,"Dem",FALSE,NA,NA
"471",982,"20201104T193212","20201104T193514",181,"Dem","Dem",97,-97,76,24,40,60,20,"Rep",FALSE,48,"New York"
"472",1324,"20201104T193334","20201104T193532",118,"Dem","Dem",100,-100,75,25,20,20,0,"Rep",FALSE,38,NA
"473",836,"20201104T193257","20201104T193554",177,"Rep","Rep",44,44,38,38,17,14,-3,"Rep",TRUE,32,"Arizona"
"474",1313,"20201104T193426","20201104T193617",111,"Dem","Dem",100,-100,95,5,5,6,1,"Dem",TRUE,72,"Washington"
"475",1054,"20201104T193324","20201104T193634",189,"Rep","Rep",83,83,50,50,40,82,42,"Dem",FALSE,65,"California"
"476",1665,"20201104T193447","20201104T193641",113,"Dem","Dem",87,-87,51,49,8,5,-3,"Dem",TRUE,29,"South Carolina"
"477",838,"20201104T193518","20201104T193714",115,"Dem","Dem",100,-100,75,25,0,0,0,"Rep",FALSE,30,"Texas"
"478",1220,"20201104T193528","20201104T193739",131,"Dem","Dem",100,-100,60,40,25,25,0,"Dem",TRUE,45,"Rhode Island"
"479",207,"20201104T192713","20201104T193800",646,"Dem","Dem",100,-100,87,13,3,50,47,"Rep",FALSE,52,"Maryland"
"480",791,"20201104T193523","20201104T193811",168,"Rep","Rep",100,100,40,40,71,71,0,"Dem",FALSE,49,"South Carolina"
"481",22,"20201104T193339","20201104T193835",296,"Dem","Dem",81,-81,91,9,82,81,-1,"Rep",FALSE,45,"Maryland"
"482",1399,"20201104T193645","20201104T193835",109,"Ind","Rep",100,100,79,79,80,62,-18,"Rep",TRUE,52,"California"
"483",1685,"20201104T193715","20201104T193836",80,"Dem","Dem",95,-95,50,50,20,20,0,"Dem",TRUE,26,"Pennsylvania"
"484",1279,"20201104T193704","20201104T193858",114,"Rep","Rep",82,82,10,10,32,9,-23,"Rep",TRUE,63,"Georgia"
"485",567,"20201104T193650","20201104T193927",156,"Rep","Rep",80,80,52,52,85,85,0,"Dem",FALSE,38,"Washington"
"486",476,"20201104T193637","20201104T193928",170,"Dem","Dem",100,-100,100,0,0,0,0,"Dem",TRUE,54,"Pennsylvania"
"487",1676,"20201104T193807","20201104T193938",90,"Rep","Other",85,NA,0,NA,50,50,0,"Rep",NA,40,"Illinois"
"488",1019,"20201104T193822","20201104T193938",76,"Dem","Dem",42,-42,65,35,65,90,25,"Rep",FALSE,47,"North Carolina"
"489",1183,"20201104T193830","20201104T193939",69,"Dem","Dem",100,-100,100,0,48,59,11,"Rep",FALSE,49,"Texas"
"490",80,"20201104T193814","20201104T193945",90,"Dem","Dem",100,-100,65,35,57,57,0,"Dem",TRUE,46,"Illinois"
"491",866,"20201104T193839","20201104T194014",94,"Rep","Dem",100,-100,59,41,0,0,0,"Dem",TRUE,19,"North Carolina"
"492",160,"20201104T193939","20201104T194051",72,"Rep","Dem",90,-90,75,25,10,5,-5,"Dem",TRUE,35,"Wisconsin"
"493",544,"20201104T193817","20201104T194055",158,"Ind","Dem",100,-100,92,8,5,12,7,"Rep",FALSE,54,"Tennessee"
"494",1104,"20201104T193954","20201104T194058",63,"Rep","Rep",61,61,21,21,55,38,-17,"Rep",TRUE,22,"Michigan"
"495",715,"20201104T193902","20201104T194100",118,"Ind","Other",30,NA,0,NA,80,25,-55,"Rep",NA,35,"Michigan"
"496",902,"20201104T193741","20201104T194120",219,"Rep","Rep",88,88,9,9,8,10,2,"Dem",FALSE,64,"Pennsylvania"
"497",409,"20201104T194017","20201104T194135",77,"Ind","Dem",86,-86,85,15,7,5,-2,"Dem",TRUE,49,"Massachusetts"
"498",1170,"20201104T193929","20201104T194145",136,"Ind","Dem",85,-85,83,17,0,0,0,"Rep",FALSE,39,"West Virginia"
"499",1131,"20201104T194007","20201104T194151",104,"Dem","Dem",72,-72,72,28,64,67,3,"Rep",FALSE,48,"Tennessee"
"500",1178,"20201104T193754","20201104T194154",239,"Ind","Dem",100,-100,70,30,5,0,-5,"Dem",TRUE,36,"New Jersey"
"501",1495,"20201104T193717","20201104T194248",331,"Dem","Dem",100,-100,50,50,90,75,-15,"Rep",FALSE,41,"Washington"
"502",920,"20201104T194058","20201104T194256",118,"Dem","Dem",100,-100,80,20,0,0,0,"Dem",TRUE,25,"California"
"503",626,"20201104T193940","20201104T194310",209,"Rep","Rep",92,92,2,2,4,5,1,"Rep",TRUE,65,"Missouri"
"504",313,"20201104T193929","20201104T194340",250,"Rep","Rep",100,100,50,50,66,14,-52,"Rep",TRUE,48,"Texas"
"505",1297,"20201104T194155","20201104T194422",147,"Rep","Rep",92,92,97,97,13,39,26,"Dem",FALSE,35,"Texas"
"506",683,"20201104T194139","20201104T194427",168,"Ind","Rep",72,72,39,39,51,31,-20,"Rep",TRUE,23,"California"
"507",295,"20201104T194219","20201104T194428",128,"Rep","Rep",100,100,81,81,82,4,-78,"Rep",TRUE,55,"Texas"
"508",373,"20201104T194308","20201104T194500",112,"Rep","Dem",100,-100,81,19,3,16,13,"Dem",TRUE,40,"California"
"509",752,"20201104T194337","20201104T194543",126,"Ind","Rep",100,100,50,50,10,10,0,"Rep",TRUE,41,"Pennsylvania"
"510",1031,"20201104T194343","20201104T194556",132,"Dem","Dem",100,-100,95,5,0,0,0,"Dem",TRUE,53,"Florida"
"511",970,"20201104T194327","20201104T194651",203,"Rep","Rep",100,100,89,89,7,0,-7,"Rep",TRUE,33,"Utah"
"512",97,"20201104T194521","20201104T194706",104,"Dem","Dem",100,-100,83,17,5,4,-1,"Dem",TRUE,39,"Virginia"
"513",249,"20201104T194624","20201104T194747",83,"Dem","Dem",30,-30,80,20,30,2,-28,"Dem",TRUE,33,"Illinois"
"514",1107,"20201104T194630","20201104T194832",122,"Dem","Dem",100,-100,92,8,0,0,0,"Dem",TRUE,28,"Vermont"
"515",790,"20201104T194716","20201104T194834",77,"Dem","Dem",100,-100,50,50,5,0,-5,"Dem",TRUE,31,"Illinois"
"516",34,"20201104T194631","20201104T194858",147,"Dem","Dem",100,-100,95,5,0,0,0,"Rep",FALSE,72,"Florida"
"517",1271,"20201104T194058","20201104T194940",521,"Ind","Rep",94,94,90,90,17,61,44,"Dem",FALSE,63,"New York"
"518",681,"20201104T194739","20201104T194957",137,"Ind","Rep",30,30,51,51,51,30,-21,"Dem",FALSE,42,"Michigan"
"519",435,"20201104T194907","20201104T194957",50,"Dem","Dem",100,-100,100,0,0,0,0,"Dem",TRUE,30,"California"
"520",769,"20201104T194337","20201104T195012",394,"Rep","Rep",60,60,50,50,0,0,0,"Rep",TRUE,84,"Utah"
"521",75,"20201104T194831","20201104T195016",105,"Rep","Rep",73,73,35,35,6,9,3,"Rep",TRUE,45,"Maryland"
"522",434,"20201104T194938","20201104T195124",105,"Ind","Rep",100,100,60,60,90,65,-25,"Rep",TRUE,52,"Pennsylvania"
"523",1547,"20201104T194951","20201104T195126",94,"Rep","Rep",100,100,51,51,91,92,1,"Dem",FALSE,69,"California"
"524",17,"20201104T195001","20201104T195126",84,"Rep","Rep",100,100,40,40,100,100,0,"Rep",TRUE,48,"Louisiana"
"525",1573,"20201104T194922","20201104T195135",132,"Ind","Dem",25,-25,30,70,17,0,-17,"Dem",TRUE,31,"Massachusetts"
"526",311,"20201104T194915","20201104T195153",158,"Dem","Dem",77,-77,69,31,19,24,5,"Rep",FALSE,32,"California"
"527",795,"20201104T195000","20201104T195206",125,"Rep","Rep",100,100,88,88,100,0,-100,"Rep",TRUE,55,"Tennessee"
"528",1006,"20201104T194434","20201104T195211",457,"Ind","Dem",100,-100,100,0,1,0,-1,"Rep",FALSE,29,"Michigan"
"529",1020,"20201104T195100","20201104T195219",79,"Rep","Rep",100,100,49,49,100,100,0,"Dem",FALSE,22,"Arizona"
"530",232,"20201104T195038","20201104T195225",107,"Rep","Rep",54,54,50,50,53,0,-53,"Dem",FALSE,25,"California"
"531",925,"20201104T195054","20201104T195229",94,"Dem","Dem",100,-100,51,49,5,10,5,"Rep",FALSE,33,"Washington"
"532",1396,"20201104T194927","20201104T195241",194,"Dem","Dem",90,-90,80,20,20,15,-5,"Rep",FALSE,30,"Michigan"
"533",451,"20201104T195043","20201104T195246",122,"Dem","Dem",95,-95,98,2,4,2,-2,"Dem",TRUE,34,"Nevada"
"534",1427,"20201104T195114","20201104T195249",95,"Dem","Dem",100,-100,93,7,29,5,-24,"Rep",FALSE,35,"Wisconsin"
"535",436,"20201104T195030","20201104T195355",204,"Ind","Dem",35,-35,70,30,60,5,-55,"Dem",TRUE,23,"New York"
"536",173,"20201104T195211","20201104T195358",106,"Ind","Other",63,NA,38,NA,34,29,-5,"Dem",NA,39,NA
"537",1257,"20201104T195139","20201104T195431",172,"Rep","Rep",100,100,2,2,100,100,0,"Rep",TRUE,69,"Missouri"
"538",269,"20201104T195221","20201104T195435",133,"Rep","Rep",100,100,100,100,0,0,0,"Rep",TRUE,43,"Texas"
"539",571,"20201104T195259","20201104T195445",106,"Dem","Dem",88,-88,90,10,20,10,-10,"Rep",FALSE,26,"Maryland"
"540",639,"20201104T195225","20201104T195448",143,"Dem","Dem",100,-100,89,11,9,0,-9,"Dem",TRUE,41,"Iowa"
"541",1454,"20201104T195353","20201104T195453",60,"Dem","Dem",100,-100,66,34,5,0,-5,"Dem",TRUE,33,"Maryland"
"542",1272,"20201104T195437","20201104T195529",51,"Dem","Dem",88,-88,93,7,20,2,-18,"Dem",TRUE,23,"Florida"
"543",1735,"20201104T195318","20201104T195535",137,"Rep","Rep",95,95,5,5,34,29,-5,"Rep",TRUE,32,"Illinois"
"544",1745,"20201104T195446","20201104T195544",57,"Dem","Dem",100,-100,100,0,100,0,-100,"Dem",TRUE,28,"Massachusetts"
"545",1516,"20201104T195528","20201104T195642",74,"Dem","Dem",87,-87,93,7,67,0,-67,"Rep",FALSE,28,"Connecticut"
"546",204,"20201104T195442","20201104T195646",123,"Dem","Dem",100,-100,51,49,0,0,0,"Rep",FALSE,56,"Virginia"
"547",1610,"20201104T195513","20201104T195713",119,"Ind","Rep",35,35,47,47,25,25,0,"Dem",FALSE,65,"Florida"
"548",1027,"20201104T195506","20201104T195716",130,"Ind","Rep",100,100,50,50,0,30,30,"Dem",FALSE,59,"Massachusetts"
"549",74,"20201104T195628","20201104T195736",68,"Ind","Other",25,NA,48,NA,30,15,-15,"Dem",NA,42,"Pennsylvania"
"550",369,"20201104T195528","20201104T195738",130,"Dem","Dem",97,-97,92,8,13,88,75,"Rep",FALSE,34,"New York"
"551",989,"20201104T195553","20201104T195804",131,"Dem","Dem",94,-94,80,20,31,71,40,"Rep",FALSE,38,"Pennsylvania"
"552",1033,"20201104T195445","20201104T195830",225,"Dem","Dem",90,-90,80,20,3,2,-1,"Dem",TRUE,29,"Washington"
"553",1752,"20201104T195720","20201104T195831",70,"Ind","Rep",52,52,37,37,38,2,-36,"Rep",TRUE,56,"Michigan"
"554",1160,"20201104T195706","20201104T195832",85,"Rep","Rep",100,100,40,40,80,81,1,"Dem",FALSE,21,"Texas"
"555",1623,"20201104T195521","20201104T195852",210,"Dem","Dem",100,-100,86,14,3,9,6,"Rep",FALSE,37,"Kentucky"
"556",1630,"20201104T195752","20201104T195917",84,"Ind","Other",10,NA,11,NA,44,39,-5,"Rep",NA,63,"Texas"
"557",124,"20201104T195805","20201104T195918",72,"Ind","Dem",99,-99,63,37,3,0,-3,"Dem",TRUE,21,"New Jersey"
"558",1233,"20201104T195616","20201104T195926",189,"Dem","Dem",100,-100,52,48,50,50,0,"Rep",FALSE,20,"Louisiana"
"559",846,"20201104T195838","20201104T195936",58,"Dem","Dem",100,-100,82,18,0,0,0,"Dem",TRUE,43,"Virginia"
"560",519,"20201104T195847","20201104T195946",59,"Dem","Dem",100,-100,86,14,0,6,6,"Rep",FALSE,43,"Pennsylvania"
"561",431,"20201104T195849","20201104T195952",62,"Dem","Dem",31,-31,80,20,40,25,-15,"Dem",TRUE,33,"Rhode Island"
"562",1540,"20201104T195626","20201104T195957",211,"Dem","Dem",92,-92,97,3,0,0,0,"Dem",TRUE,30,"Florida"
"563",213,"20201104T195851","20201104T195959",68,"Dem","Dem",81,-81,73,27,80,100,20,"Rep",FALSE,37,"West Virginia"
"564",104,"20201104T195651","20201104T200002",191,"Rep","Rep",100,100,29,29,72,18,-54,"Rep",TRUE,54,"Mississippi"
"565",860,"20201104T195731","20201104T200014",163,"Ind","Rep",100,100,99,99,0,100,100,"Dem",FALSE,32,"Texas"
"566",570,"20201104T195733","20201104T200015",161,"Ind","Other",20,NA,0,NA,25,25,0,"Dem",NA,32,"New Mexico"
"567",235,"20201104T195745","20201104T200026",160,"Dem","Dem",100,-100,90,10,1,1,0,"Dem",TRUE,32,"Georgia"
"568",689,"20201104T195841","20201104T200058",136,"Ind","Dem",100,-100,90,10,0,0,0,"Dem",TRUE,62,"California"
"569",1290,"20201104T200010","20201104T200120",70,"Dem","Dem",100,-100,53,47,0,0,0,"Rep",FALSE,NA,NA
"570",87,"20201104T200058","20201104T200205",66,"Dem","Dem",72,-72,81,19,5,83,78,"Rep",FALSE,39,"Texas"
"571",219,"20201104T200038","20201104T200214",95,"Rep","Rep",74,74,46,46,88,100,12,"Dem",FALSE,26,"Kansas"
"572",159,"20201104T195708","20201104T200238",330,"Dem","Dem",100,-100,80,20,15,70,55,"Rep",FALSE,47,"New York"
"573",18,"20201104T200046","20201104T200305",139,"Dem","Dem",96,-96,53,47,30,10,-20,"Rep",FALSE,24,"New York"
"574",210,"20201104T200135","20201104T200313",97,"Dem","Dem",100,-100,70,30,35,70,35,"Rep",FALSE,22,"California"
"575",1097,"20201104T200146","20201104T200318",91,"Dem","Dem",89,-89,60,40,11,7,-4,"Dem",TRUE,28,"New Jersey"
"576",1648,"20201104T200127","20201104T200322",114,"Dem","Dem",95,-95,87,13,19,76,57,"Rep",FALSE,28,"Washington"
"577",670,"20201104T200125","20201104T200324",118,"Dem","Dem",100,-100,52,48,9,6,-3,"Dem",TRUE,64,"Oregon"
"578",208,"20201104T200222","20201104T200351",88,"Ind","Rep",82,82,51,51,57,58,1,"Dem",FALSE,47,"Oklahoma"
"579",616,"20201104T195849","20201104T200426",337,"Rep","Rep",73,73,16,16,89,69,-20,"Dem",FALSE,32,"California"
"580",1217,"20201104T200238","20201104T200442",124,"Rep","Rep",90,90,81,81,94,83,-11,"Dem",FALSE,39,"South Carolina"
"581",427,"20201104T192003","20201104T200507",2704,"Rep","Rep",94,94,75,75,65,60,-5,"Dem",FALSE,48,"Oregon"
"582",1209,"20201104T200351","20201104T200536",105,"Ind","Rep",50,50,30,30,70,35,-35,"Rep",TRUE,47,"New York"
"583",812,"20201104T200415","20201104T200559",104,"Rep","Dem",65,-65,56,44,70,21,-49,"Dem",TRUE,39,"Georgia"
"584",186,"20201104T200341","20201104T200622",161,"Dem","Dem",100,-100,85,15,3,5,2,"Rep",FALSE,68,"Texas"
"585",1570,"20201104T200527","20201104T200639",72,"Dem","Dem",100,-100,50,50,51,51,0,"Rep",FALSE,42,"California"
"586",1428,"20201104T200510","20201104T200712",121,"Ind","Other",90,NA,0,NA,10,90,80,"Dem",NA,53,"New York"
"587",110,"20201104T200549","20201104T200820",150,"Ind","Dem",30,-30,84,16,2,3,1,"Dem",TRUE,32,"Texas"
"588",779,"20201104T200722","20201104T200936",134,"Ind","Dem",68,-68,96,4,2,9,7,"Rep",FALSE,36,"Ohio"
"589",441,"20201104T200826","20201104T200946",79,"Ind","Rep",100,100,5,5,40,70,30,"Dem",FALSE,44,"Missouri"
"590",1202,"20201104T200846","20201104T201008",81,"Rep","Dem",60,-60,85,15,25,10,-15,"Dem",TRUE,31,"Minnesota"
"591",484,"20201104T200847","20201104T201026",98,"Dem","Dem",91,-91,85,15,21,45,24,"Rep",FALSE,45,"Arizona"
"592",1404,"20201104T200833","20201104T201116",162,"Dem","Dem",90,-90,92,8,0,0,0,"Dem",TRUE,32,"Texas"
"593",1136,"20201104T201009","20201104T201128",78,"Dem","Dem",100,-100,71,29,4,93,89,"Rep",FALSE,45,"Texas"
"594",1354,"20201104T200922","20201104T201131",128,"Other","Rep",89,89,37,37,35,20,-15,"Dem",FALSE,29,"Utah"
"595",876,"20201104T201009","20201104T201140",90,"Rep","Rep",100,100,100,100,100,0,-100,"Rep",TRUE,43,"Texas"
"596",316,"20201104T200846","20201104T201212",206,"Rep","Rep",100,100,87,87,100,25,-75,"Rep",TRUE,47,"Mississippi"
"597",891,"20201104T200729","20201104T201214",285,"Dem","Dem",100,-100,90,10,0,0,0,"Dem",TRUE,47,"Missouri"
"598",742,"20201104T201104","20201104T201224",79,"Rep","Rep",100,100,30,30,69,59,-10,"Dem",FALSE,45,"South Dakota"
"599",290,"20201104T201128","20201104T201231",63,"Dem","Dem",100,-100,62,38,0,0,0,"Rep",FALSE,24,"Tennessee"
"600",1529,"20201104T201059","20201104T201300",120,"Dem","Dem",100,-100,100,0,0,100,100,"Rep",FALSE,55,"Pennsylvania"
"601",494,"20201104T201115","20201104T201310",115,"Ind","Other",90,NA,0,NA,50,61,11,"Dem",NA,33,"Kentucky"
"602",1549,"20201104T201205","20201104T201348",103,"Dem","Dem",99,-99,75,25,10,15,5,"Rep",FALSE,51,"New York"
"603",1329,"20201104T201241","20201104T201357",76,"Dem","Dem",70,-70,100,0,0,0,0,"Dem",TRUE,37,"Michigan"
"604",231,"20201104T200953","20201104T201409",256,"Rep","Rep",91,91,84,84,91,83,-8,"Rep",TRUE,43,"Michigan"
"605",1695,"20201104T201049","20201104T201430",220,"Dem","Dem",100,-100,100,0,0,40,40,"Rep",FALSE,37,"Pennsylvania"
"606",1371,"20201104T201333","20201104T201453",80,"Ind","Rep",90,90,50,50,75,74,-1,"Dem",FALSE,61,"Massachusetts"
"607",788,"20201104T201259","20201104T201503",124,"Dem","Dem",100,-100,75,25,50,50,0,"Rep",FALSE,34,"Florida"
"608",450,"20201104T201223","20201104T201507",164,"Ind","Dem",100,-100,82,18,1,0,-1,"Dem",TRUE,45,"Missouri"
"609",1085,"20201104T201448","20201104T201607",79,"Dem","Dem",80,-80,66,34,3,9,6,"Dem",TRUE,28,"Colorado"
"610",285,"20201104T201415","20201104T201641",146,"Rep","Rep",97,97,92,92,70,89,19,"Dem",FALSE,57,"North Carolina"
"611",377,"20201104T201532","20201104T201729",116,"Dem","Dem",100,-100,80,20,0,0,0,"Rep",FALSE,44,"Washington"
"612",1587,"20201104T201613","20201104T201733",79,"Rep","Rep",81,81,10,10,40,19,-21,"Rep",TRUE,45,"South Carolina"
"613",1660,"20201104T201625","20201104T201747",81,"Dem","Dem",83,-83,60,40,2,0,-2,"Dem",TRUE,31,"California"
"614",978,"20201104T201634","20201104T201905",151,"Rep","Rep",100,100,92,92,100,100,0,"Dem",FALSE,48,"Mississippi"
"615",1014,"20201104T201826","20201104T201910",44,"Dem","Dem",89,-89,74,26,3,1,-2,"Dem",TRUE,29,"Minnesota"
"616",1099,"20201104T201530","20201104T201916",226,"Dem","Dem",91,-91,100,0,0,51,51,"Rep",FALSE,61,"Florida"
"617",1021,"20201104T201922","20201104T202040",77,"Dem","Dem",100,-100,80,20,1,30,29,"Rep",FALSE,29,"New York"
"618",1598,"20201104T201456","20201104T202043",346,"Dem","Dem",72,-72,71,29,19,0,-19,"Dem",TRUE,26,"Florida"
"619",27,"20201104T195821","20201104T202059",1357,"Rep","Rep",92,92,7,7,0,0,0,"Rep",TRUE,65,"New York"
"620",867,"20201104T201942","20201104T202104",81,"Rep","Rep",70,70,16,16,58,63,5,"Dem",FALSE,31,"Texas"
"621",83,"20201104T201800","20201104T202106",186,"Ind","Rep",100,100,89,89,78,88,10,"Dem",FALSE,37,"Colorado"
"622",1457,"20201104T201900","20201104T202131",151,"Dem","Dem",100,-100,82,18,81,89,8,"Rep",FALSE,34,"Virginia"
"623",588,"20201104T201847","20201104T202150",183,"Rep","Rep",29,29,30,30,10,58,48,"Rep",TRUE,59,"Kentucky"
"624",292,"20201104T201927","20201104T202200",152,"Dem","Dem",60,-60,70,30,15,30,15,"Rep",FALSE,24,"Washington"
"625",245,"20201104T201945","20201104T202211",145,"Rep","Rep",100,100,20,20,71,46,-25,"Rep",TRUE,69,"Utah"
"626",774,"20201104T201807","20201104T202237",269,"Dem","Dem",100,-100,92,8,2,8,6,"Rep",FALSE,33,"Michigan"
